source,relation,target,target_type
Rash,indicates,Bronchitis,disease
Influenza,treated_by,Inhalers,treatment
Migraine,diagnosed_by,X-Ray,diagnostic_test
Conjunctivitis,associated_with,Angina,disease
Eye Drops,prescribed_by,Endocrinologist,specialist
Hypertension,causes,Chest Pain,symptom
Tuberculosis,managed_by,General Practitioner,specialist
COVID-19,diagnosed_by,ECG,diagnostic_test
Influenza,diagnosed_by,MRI,diagnostic_test
Hypertension,managed_by,Ophthalmologist,specialist
Hypertension,managed_by,Infectious Disease Specialist,specialist
Hypertension,treated_by,Nitroglycerin,treatment
COVID-19,associated_with,Pneumonia,disease
Nausea,indicates,Conjunctivitis,disease
COVID-19,treated_by,Eye Drops,treatment
Rash,indicates,Influenza,disease
Antibiotics,prescribed_by,Endocrinologist,specialist
Angina,diagnosed_by,X-Ray,diagnostic_test
Angina,associated_with,COVID-19,disease
Influenza,diagnosed_by,X-Ray,diagnostic_test
Headache,indicates,Tuberculosis,disease
Beta Blockers,prescribed_by,General Practitioner,specialist
Bronchitis,associated_with,Pneumonia,disease
Sore Throat,indicates,Conjunctivitis,disease
Beta Blockers,prescribed_by,Infectious Disease Specialist,specialist
Migraine,diagnosed_by,Urinalysis,diagnostic_test
Tuberculosis,diagnosed_by,ECG,diagnostic_test
Migraine,causes,Cough,symptom
Angina,managed_by,Endocrinologist,specialist
Migraine,managed_by,General Practitioner,specialist
Migraine,treated_by,Antivirals,treatment
Arthritis,diagnosed_by,Blood Test,diagnostic_test
Joint Pain,indicates,Bronchitis,disease
Bronchitis,diagnosed_by,MRI,diagnostic_test
Diabetes,causes,Fatigue,symptom
Chest Pain,indicates,Migraine,disease
Arthritis,diagnosed_by,Urinalysis,diagnostic_test
NSAIDs,prescribed_by,Rheumatologist,specialist
Hypertension,treated_by,Insulin,treatment
Angina,treated_by,Pain Relievers,treatment
Angina,managed_by,Infectious Disease Specialist,specialist
Asthma,managed_by,Cardiologist,specialist
Conjunctivitis,treated_by,ACE Inhibitors,treatment
Nausea,indicates,Diabetes,disease
Arthritis,causes,Fever,symptom
Blurred Vision,indicates,Asthma,disease
Diabetes,causes,Rash,symptom
ACE Inhibitors,prescribed_by,Dermatologist,specialist
Antibiotics,prescribed_by,Endocrinologist,specialist
Asthma,treated_by,ACE Inhibitors,treatment
Tuberculosis,managed_by,Dermatologist,specialist
Conjunctivitis,treated_by,Antibiotics,treatment
Antibiotics,prescribed_by,Dermatologist,specialist
Migraine,causes,Fatigue,symptom
Tuberculosis,treated_by,Corticosteroids,treatment
Bronchitis,diagnosed_by,CT Scan,diagnostic_test
Angina,causes,Fatigue,symptom
Influenza,treated_by,Eye Drops,treatment
Shortness of Breath,indicates,Hypertension,disease
Eye Drops,prescribed_by,Neurologist,specialist
Migraine,causes,Fever,symptom
Headache,indicates,Bronchitis,disease
Cough,indicates,Arthritis,disease
Asthma,treated_by,Insulin,treatment
Tuberculosis,causes,Nausea,symptom
Migraine,diagnosed_by,CT Scan,diagnostic_test
Conjunctivitis,associated_with,Conjunctivitis,disease
Arthritis,diagnosed_by,CT Scan,diagnostic_test
Conjunctivitis,causes,Fever,symptom
COVID-19,managed_by,Pulmonologist,specialist
Migraine,associated_with,Migraine,disease
Inhalers,prescribed_by,Cardiologist,specialist
Diabetes,causes,Chest Pain,symptom
Headache,indicates,Conjunctivitis,disease
COVID-19,causes,Nausea,symptom
Fatigue,indicates,Migraine,disease
Pneumonia,associated_with,Asthma,disease
Hypertension,associated_with,Influenza,disease
Pneumonia,associated_with,Diabetes,disease
Antibiotics,prescribed_by,General Practitioner,specialist
Conjunctivitis,treated_by,Eye Drops,treatment
Hypertension,managed_by,Pulmonologist,specialist
Rash,indicates,Migraine,disease
Inhalers,prescribed_by,General Practitioner,specialist
Angina,diagnosed_by,Urinalysis,diagnostic_test
Influenza,treated_by,Eye Drops,treatment
Antivirals,prescribed_by,Infectious Disease Specialist,specialist
Migraine,treated_by,Beta Blockers,treatment
Conjunctivitis,associated_with,Conjunctivitis,disease
Hypertension,managed_by,Pulmonologist,specialist
Asthma,associated_with,Asthma,disease
Conjunctivitis,treated_by,ACE Inhibitors,treatment
Tuberculosis,causes,Chest Pain,symptom
Hypertension,associated_with,Arthritis,disease
Corticosteroids,prescribed_by,Pulmonologist,specialist
Angina,managed_by,Ophthalmologist,specialist
Bronchitis,treated_by,Eye Drops,treatment
Influenza,treated_by,Nitroglycerin,treatment
Inhalers,prescribed_by,Pulmonologist,specialist
Asthma,treated_by,NSAIDs,treatment
Asthma,treated_by,Nitroglycerin,treatment
Fatigue,indicates,Pneumonia,disease
IV Fluids,prescribed_by,Endocrinologist,specialist
Pain Relievers,prescribed_by,Dermatologist,specialist
Tuberculosis,managed_by,General Practitioner,specialist
Bronchitis,treated_by,ACE Inhibitors,treatment
Diabetes,treated_by,Beta Blockers,treatment
Inhalers,prescribed_by,Pulmonologist,specialist
Arthritis,treated_by,Insulin,treatment
Migraine,causes,Cough,symptom
Blurred Vision,indicates,Migraine,disease
Pneumonia,associated_with,Angina,disease
Tuberculosis,diagnosed_by,MRI,diagnostic_test
Asthma,treated_by,Insulin,treatment
Migraine,diagnosed_by,MRI,diagnostic_test
Conjunctivitis,causes,Sore Throat,symptom
Arthritis,treated_by,Beta Blockers,treatment
Asthma,managed_by,Endocrinologist,specialist
Influenza,diagnosed_by,X-Ray,diagnostic_test
Cough,indicates,Migraine,disease
Inhalers,prescribed_by,Dermatologist,specialist
Angina,diagnosed_by,ECG,diagnostic_test
IV Fluids,prescribed_by,Neurologist,specialist
Cough,indicates,Hypertension,disease
ACE Inhibitors,prescribed_by,Neurologist,specialist
ACE Inhibitors,prescribed_by,Dermatologist,specialist
Pneumonia,treated_by,Eye Drops,treatment
Diabetes,diagnosed_by,ECG,diagnostic_test
Conjunctivitis,causes,Rash,symptom
Corticosteroids,prescribed_by,Endocrinologist,specialist
Tuberculosis,associated_with,Influenza,disease
Asthma,causes,Shortness of Breath,symptom
Fatigue,indicates,Pneumonia,disease
Nausea,indicates,Angina,disease
Angina,treated_by,Beta Blockers,treatment
Tuberculosis,managed_by,Neurologist,specialist
Angina,associated_with,Influenza,disease
Insulin,prescribed_by,General Practitioner,specialist
Conjunctivitis,associated_with,Hypertension,disease
Nausea,indicates,Tuberculosis,disease
Migraine,associated_with,Migraine,disease
Conjunctivitis,causes,Fatigue,symptom
Pneumonia,causes,Fatigue,symptom
IV Fluids,prescribed_by,General Practitioner,specialist
Pneumonia,associated_with,Bronchitis,disease
Tuberculosis,diagnosed_by,Urinalysis,diagnostic_test
Hypertension,managed_by,Cardiologist,specialist
COVID-19,diagnosed_by,Urinalysis,diagnostic_test
Bronchitis,causes,Sore Throat,symptom
Arthritis,managed_by,Infectious Disease Specialist,specialist
Arthritis,treated_by,NSAIDs,treatment
Tuberculosis,treated_by,Beta Blockers,treatment
Chest Pain,indicates,Arthritis,disease
Eye Drops,prescribed_by,Infectious Disease Specialist,specialist
Angina,associated_with,Asthma,disease
Diabetes,managed_by,Pulmonologist,specialist
Arthritis,diagnosed_by,Blood Test,diagnostic_test
Tuberculosis,causes,Nausea,symptom
Bronchitis,associated_with,COVID-19,disease
Arthritis,causes,Rash,symptom
Diabetes,associated_with,Arthritis,disease
Tuberculosis,treated_by,Pain Relievers,treatment
Conjunctivitis,managed_by,Neurologist,specialist
Rash,indicates,Conjunctivitis,disease
Diabetes,managed_by,Neurologist,specialist
Arthritis,diagnosed_by,CT Scan,diagnostic_test
Cough,indicates,Hypertension,disease
Beta Blockers,prescribed_by,Infectious Disease Specialist,specialist
COVID-19,managed_by,General Practitioner,specialist
Hypertension,treated_by,Corticosteroids,treatment
Bronchitis,associated_with,Bronchitis,disease
Headache,indicates,Tuberculosis,disease
Insulin,prescribed_by,Ophthalmologist,specialist
Tuberculosis,managed_by,Pulmonologist,specialist
COVID-19,diagnosed_by,MRI,diagnostic_test
Tuberculosis,diagnosed_by,MRI,diagnostic_test
Antivirals,prescribed_by,Pulmonologist,specialist
COVID-19,diagnosed_by,MRI,diagnostic_test
Hypertension,associated_with,Conjunctivitis,disease
Pneumonia,managed_by,Cardiologist,specialist
Conjunctivitis,causes,Dizziness,symptom
Tuberculosis,diagnosed_by,CT Scan,diagnostic_test
Nitroglycerin,prescribed_by,Neurologist,specialist
Influenza,causes,Headache,symptom
Arthritis,diagnosed_by,CT Scan,diagnostic_test
Pneumonia,causes,Fatigue,symptom
Beta Blockers,prescribed_by,Pulmonologist,specialist
Conjunctivitis,treated_by,ACE Inhibitors,treatment
Cough,indicates,Arthritis,disease
Joint Pain,indicates,Arthritis,disease
Pneumonia,treated_by,Inhalers,treatment
Pain Relievers,prescribed_by,General Practitioner,specialist
Beta Blockers,prescribed_by,Neurologist,specialist
Influenza,treated_by,Insulin,treatment
Conjunctivitis,managed_by,Neurologist,specialist
Migraine,managed_by,General Practitioner,specialist
Conjunctivitis,associated_with,COVID-19,disease
Hypertension,diagnosed_by,MRI,diagnostic_test
Bronchitis,diagnosed_by,CT Scan,diagnostic_test
Angina,causes,Fatigue,symptom
Pneumonia,managed_by,Pulmonologist,specialist
Arthritis,associated_with,Asthma,disease
Tuberculosis,causes,Cough,symptom
Angina,associated_with,Influenza,disease
Migraine,diagnosed_by,CT Scan,diagnostic_test
Fever,indicates,Tuberculosis,disease
Influenza,managed_by,Infectious Disease Specialist,specialist
Tuberculosis,associated_with,Bronchitis,disease
Tuberculosis,diagnosed_by,ECG,diagnostic_test
Arthritis,causes,Rash,symptom
Hypertension,causes,Nausea,symptom
Pneumonia,managed_by,Rheumatologist,specialist
COVID-19,diagnosed_by,ECG,diagnostic_test
Fatigue,indicates,Hypertension,disease
Fatigue,indicates,Tuberculosis,disease
COVID-19,causes,Headache,symptom
COVID-19,causes,Shortness of Breath,symptom
Eye Drops,prescribed_by,Neurologist,specialist
Migraine,treated_by,Inhalers,treatment
Tuberculosis,diagnosed_by,ECG,diagnostic_test
Migraine,treated_by,Eye Drops,treatment
Arthritis,treated_by,Corticosteroids,treatment
Fatigue,indicates,Influenza,disease
COVID-19,managed_by,Endocrinologist,specialist
COVID-19,managed_by,Cardiologist,specialist
Pneumonia,associated_with,Migraine,disease
Diabetes,diagnosed_by,CT Scan,diagnostic_test
Hypertension,associated_with,Conjunctivitis,disease
Headache,indicates,Bronchitis,disease
NSAIDs,prescribed_by,Neurologist,specialist
Migraine,treated_by,Antivirals,treatment
Migraine,causes,Sore Throat,symptom
Rash,indicates,Angina,disease
Migraine,associated_with,Pneumonia,disease
Hypertension,managed_by,Dermatologist,specialist
Bronchitis,causes,Dizziness,symptom
Pneumonia,managed_by,Neurologist,specialist
COVID-19,associated_with,Asthma,disease
Asthma,diagnosed_by,CT Scan,diagnostic_test
Tuberculosis,causes,Nausea,symptom
Inhalers,prescribed_by,Neurologist,specialist
Influenza,treated_by,Antibiotics,treatment
Joint Pain,indicates,Bronchitis,disease
Influenza,associated_with,Tuberculosis,disease
Arthritis,diagnosed_by,Urinalysis,diagnostic_test
Angina,associated_with,Influenza,disease
Hypertension,causes,Cough,symptom
Migraine,diagnosed_by,ECG,diagnostic_test
Hypertension,causes,Chest Pain,symptom
Inhalers,prescribed_by,Rheumatologist,specialist
Tuberculosis,managed_by,Dermatologist,specialist
Tuberculosis,managed_by,General Practitioner,specialist
Nitroglycerin,prescribed_by,Cardiologist,specialist
COVID-19,associated_with,Migraine,disease
Migraine,associated_with,Conjunctivitis,disease
Angina,managed_by,Cardiologist,specialist
Migraine,associated_with,Pneumonia,disease
Pneumonia,treated_by,Corticosteroids,treatment
Pneumonia,treated_by,Antibiotics,treatment
Shortness of Breath,indicates,Angina,disease
Migraine,diagnosed_by,Blood Test,diagnostic_test
Diabetes,diagnosed_by,MRI,diagnostic_test
Beta Blockers,prescribed_by,Rheumatologist,specialist
Tuberculosis,causes,Blurred Vision,symptom
Nitroglycerin,prescribed_by,Ophthalmologist,specialist
COVID-19,diagnosed_by,CT Scan,diagnostic_test
Migraine,causes,Rash,symptom
NSAIDs,prescribed_by,Rheumatologist,specialist
Cough,indicates,Hypertension,disease
Rash,indicates,Tuberculosis,disease
Insulin,prescribed_by,Ophthalmologist,specialist
Beta Blockers,prescribed_by,Endocrinologist,specialist
Migraine,managed_by,Rheumatologist,specialist
Bronchitis,diagnosed_by,MRI,diagnostic_test
IV Fluids,prescribed_by,Neurologist,specialist
Arthritis,associated_with,Tuberculosis,disease
IV Fluids,prescribed_by,Ophthalmologist,specialist
Migraine,diagnosed_by,CT Scan,diagnostic_test
Pain Relievers,prescribed_by,Ophthalmologist,specialist
Diabetes,diagnosed_by,MRI,diagnostic_test
Tuberculosis,treated_by,Inhalers,treatment
COVID-19,associated_with,Arthritis,disease
Inhalers,prescribed_by,General Practitioner,specialist
IV Fluids,prescribed_by,Dermatologist,specialist
Conjunctivitis,managed_by,Cardiologist,specialist
Asthma,treated_by,Antivirals,treatment
Dizziness,indicates,Diabetes,disease
Fever,indicates,Tuberculosis,disease
Asthma,causes,Sore Throat,symptom
Hypertension,managed_by,Ophthalmologist,specialist
Headache,indicates,Arthritis,disease
Conjunctivitis,diagnosed_by,MRI,diagnostic_test
Pain Relievers,prescribed_by,Infectious Disease Specialist,specialist
Antivirals,prescribed_by,Dermatologist,specialist
Antibiotics,prescribed_by,Ophthalmologist,specialist
Angina,managed_by,Pulmonologist,specialist
Influenza,diagnosed_by,Blood Test,diagnostic_test
Rash,indicates,Angina,disease
Hypertension,associated_with,Migraine,disease
Antivirals,prescribed_by,Pulmonologist,specialist
Shortness of Breath,indicates,Hypertension,disease
Bronchitis,treated_by,Eye Drops,treatment
Pneumonia,associated_with,Migraine,disease
Influenza,associated_with,Angina,disease
Blurred Vision,indicates,Hypertension,disease
Tuberculosis,diagnosed_by,X-Ray,diagnostic_test
Tuberculosis,treated_by,Antibiotics,treatment
COVID-19,treated_by,Corticosteroids,treatment
Diabetes,managed_by,Neurologist,specialist
Migraine,managed_by,Pulmonologist,specialist
Asthma,diagnosed_by,Urinalysis,diagnostic_test
Fever,indicates,Angina,disease
Influenza,managed_by,Infectious Disease Specialist,specialist
Blurred Vision,indicates,Arthritis,disease
Antivirals,prescribed_by,Pulmonologist,specialist
Asthma,causes,Joint Pain,symptom
Hypertension,associated_with,Hypertension,disease
Hypertension,causes,Headache,symptom
Angina,causes,Blurred Vision,symptom
IV Fluids,prescribed_by,Endocrinologist,specialist
Influenza,managed_by,General Practitioner,specialist
Angina,associated_with,Tuberculosis,disease
COVID-19,causes,Shortness of Breath,symptom
Bronchitis,managed_by,Ophthalmologist,specialist
Pneumonia,associated_with,COVID-19,disease
Arthritis,managed_by,Cardiologist,specialist
Influenza,associated_with,Arthritis,disease
Migraine,managed_by,Dermatologist,specialist
Nitroglycerin,prescribed_by,Dermatologist,specialist
Cough,indicates,Bronchitis,disease
Angina,causes,Fatigue,symptom
Migraine,associated_with,Migraine,disease
Shortness of Breath,indicates,Hypertension,disease
Hypertension,treated_by,Antivirals,treatment
Diabetes,managed_by,Rheumatologist,specialist
Hypertension,managed_by,Neurologist,specialist
Tuberculosis,treated_by,ACE Inhibitors,treatment
Cough,indicates,Asthma,disease
Fever,indicates,Pneumonia,disease
Influenza,associated_with,Diabetes,disease
Diabetes,treated_by,Eye Drops,treatment
Influenza,causes,Sore Throat,symptom
Antivirals,prescribed_by,Infectious Disease Specialist,specialist
Diabetes,treated_by,Insulin,treatment
Headache,indicates,Diabetes,disease
Angina,causes,Headache,symptom
Hypertension,treated_by,Insulin,treatment
Angina,managed_by,Cardiologist,specialist
COVID-19,diagnosed_by,Blood Test,diagnostic_test
Hypertension,diagnosed_by,Urinalysis,diagnostic_test
Migraine,causes,Chest Pain,symptom
Influenza,diagnosed_by,Blood Test,diagnostic_test
Migraine,causes,Fever,symptom
Asthma,treated_by,Nitroglycerin,treatment
Inhalers,prescribed_by,Infectious Disease Specialist,specialist
Asthma,managed_by,Pulmonologist,specialist
Bronchitis,managed_by,Ophthalmologist,specialist
Pneumonia,associated_with,Migraine,disease
Tuberculosis,managed_by,Neurologist,specialist
Diabetes,treated_by,Antivirals,treatment
Hypertension,causes,Shortness of Breath,symptom
Bronchitis,associated_with,Diabetes,disease
Conjunctivitis,managed_by,Dermatologist,specialist
Diabetes,diagnosed_by,Urinalysis,diagnostic_test
Pneumonia,associated_with,Influenza,disease
Tuberculosis,treated_by,Nitroglycerin,treatment
Migraine,causes,Fatigue,symptom
COVID-19,associated_with,Hypertension,disease
Hypertension,causes,Shortness of Breath,symptom
Hypertension,associated_with,Conjunctivitis,disease
Nausea,indicates,COVID-19,disease
Migraine,diagnosed_by,MRI,diagnostic_test
Eye Drops,prescribed_by,Endocrinologist,specialist
COVID-19,managed_by,Dermatologist,specialist
Bronchitis,associated_with,Diabetes,disease
Tuberculosis,managed_by,Pulmonologist,specialist
Shortness of Breath,indicates,Asthma,disease
COVID-19,associated_with,Angina,disease
Angina,diagnosed_by,Blood Test,diagnostic_test
Shortness of Breath,indicates,Angina,disease
Bronchitis,treated_by,Antibiotics,treatment
Conjunctivitis,associated_with,Tuberculosis,disease
Bronchitis,associated_with,Arthritis,disease
Tuberculosis,managed_by,Neurologist,specialist
Arthritis,managed_by,Ophthalmologist,specialist
COVID-19,managed_by,Dermatologist,specialist
Conjunctivitis,treated_by,Antibiotics,treatment
Migraine,causes,Joint Pain,symptom
COVID-19,associated_with,Angina,disease
Migraine,treated_by,Antibiotics,treatment
Tuberculosis,causes,Rash,symptom
Angina,managed_by,Endocrinologist,specialist
